Date,Open,High,Low,Close,Volume
10-Mar-15,25.50,25.64,25.17,25.17,37442079
9-Mar-15,25.52,25.70,25.49,25.64,31591142
6-Mar-15,25.71,25.78,25.33,25.42,32286776
5-Mar-15,25.62,25.82,25.58,25.82,28373771
4-Mar-15,25.76,25.77,25.47,25.66,31543763
3-Mar-15,26.05,26.08,25.78,25.86,30542279
2-Mar-15,25.88,26.12,25.85,26.11,32408985
27-Feb-15,25.83,26.27,25.75,25.99,51531829
26-Feb-15,25.94,26.01,25.81,25.89,38247190
25-Feb-15,25.45,26.06,25.44,25.91,68219592
24-Feb-15,25.12,25.45,25.09,25.39,42464097
23-Feb-15,25.22,25.30,25.10,25.17,30774507
20-Feb-15,24.88,25.22,24.80,25.21,39889843
19-Feb-15,25.03,25.21,24.95,25.01,33232937
18-Feb-15,25.29,25.29,25.15,25.25,30740798
17-Feb-15,25.12,25.21,24.98,25.17,35989548
13-Feb-15,24.99,25.17,24.94,25.15,33076157
12-Feb-15,24.81,24.99,24.71,24.89,26522270
11-Feb-15,24.71,24.82,24.60,24.77,24455252
﻿Date,Open,High,Low,Close,Volume
11-Mar-15,25.28,25.49,25.14,25.19,36198081
10-Mar-15,25.50,25.64,25.17,25.17,37442079
9-Mar-15,25.52,25.70,25.49,25.64,31591142
6-Mar-15,25.71,25.78,25.33,25.42,32286776
5-Mar-15,25.62,25.82,25.58,25.82,28373771
4-Mar-15,25.76,25.77,25.47,25.66,31543763
3-Mar-15,26.05,26.08,25.78,25.86,30542279
2-Mar-15,25.88,26.12,25.85,26.11,32408985
27-Feb-15,25.83,26.27,25.75,25.99,51531829
26-Feb-15,25.94,26.01,25.81,25.89,38247190
25-Feb-15,25.45,26.06,25.44,25.91,68219592
24-Feb-15,25.12,25.45,25.09,25.39,42464097
23-Feb-15,25.22,25.30,25.10,25.17,30774507
20-Feb-15,24.88,25.22,24.80,25.21,39889843
19-Feb-15,25.03,25.21,24.95,25.01,33232937
18-Feb-15,25.29,25.29,25.15,25.25,30740798
17-Feb-15,25.12,25.21,24.98,25.17,35989548
13-Feb-15,24.99,25.17,24.94,25.15,33076157
12-Feb-15,24.81,24.99,24.71,24.89,26522270
11-Feb-15,24.71,24.82,24.60,24.77,24455252
﻿Date,Open,High,Low,Close,Volume
11-Mar-15,25.28,25.49,25.14,25.19,36198081
10-Mar-15,25.50,25.64,25.17,25.17,37442079
9-Mar-15,25.52,25.70,25.49,25.64,31591142
6-Mar-15,25.71,25.78,25.33,25.42,32286776
5-Mar-15,25.62,25.82,25.58,25.82,28373771
4-Mar-15,25.76,25.77,25.47,25.66,31543763
3-Mar-15,26.05,26.08,25.78,25.86,30542279
2-Mar-15,25.88,26.12,25.85,26.11,32408985
27-Feb-15,25.83,26.27,25.75,25.99,51531829
26-Feb-15,25.94,26.01,25.81,25.89,38247190
25-Feb-15,25.45,26.06,25.44,25.91,68219592
24-Feb-15,25.12,25.45,25.09,25.39,42464097
23-Feb-15,25.22,25.30,25.10,25.17,30774507
20-Feb-15,24.88,25.22,24.80,25.21,39889843
19-Feb-15,25.03,25.21,24.95,25.01,33232937
18-Feb-15,25.29,25.29,25.15,25.25,30740798
17-Feb-15,25.12,25.21,24.98,25.17,35989548
13-Feb-15,24.99,25.17,24.94,25.15,33076157
12-Feb-15,24.81,24.99,24.71,24.89,26522270
11-Feb-15,24.71,24.82,24.60,24.77,24455252
﻿Date,Open,High,Low,Close,Volume
2-Nov-15,28.94,29.40,28.88,29.40,59504740
﻿Date,Open,High,Low,Close,Volume
2-Nov-15,28.94,29.40,28.88,29.40,59504740
﻿Date,Open,High,Low,Close,Volume
2-Nov-15,28.94,29.40,28.88,29.40,59504740
﻿Date,Open,High,Low,Close,Volume
2-Nov-15,28.94,29.40,28.88,29.40,59504740
﻿Date,Open,High,Low,Close,Volume
2-Nov-15,28.94,29.40,28.88,29.40,59504740
